iter	Passed	Remaining
177	4990	17439
178	5018	17411
179	5045	17380
180	5076	17360
181	5105	17335
182	5134	17309
183	5164	17290
184	5188	17247
185	5211	17202
186	5239	17176
187	5265	17141
188	5290	17104
189	5315	17067
190	5344	17041
191	5372	17011
192	5393	16964
193	5417	16922
194	5440	16879
195	5465	16843
196	5488	16799
197	5513	16762
198	5542	16737
199	5571	16713
200	5598	16683
201	5626	16656
202	5651	16620
203	5674	16578
204	5696	16534
205	5720	16495
206	5743	16454
207	5770	16422
208	5792	16379
209	5817	16343
210	5840	16303
211	5863	16262
212	5887	16226
213	5915	16197
214	5938	16157
215	5963	16123
216	5986	16083
217	6014	16058
218	6039	16022
219	6065	15992
220	6090	15955
221	6114	15919
222	6142	15893
223	6168	15860
224	6193	15829
225	6223	15807
226	6248	15773
227	6275	15742
228	6300	15709
229	6333	15695
230	6363	15675
231	6391	15648
232	6425	15635
233	6458	15621
234	6488	15598
235	6515	15571
236	6541	15540
237	6565	15502
238	6591	15471
239	6618	15442
240	6644	15412
241	6671	15383
242	6694	15344
243	6717	15307
244	6745	15281
245	6771	15250
246	6803	15233
247	6833	15209
248	6860	15182
249	6884	15145
250	6912	15119
251	6936	15084
252	6964	15058
253	6990	15026
254	7014	14990
255	7036	14953
256	7060	14917
257	7086	14886
258	7115	14862
259	7140	14830
260	7167	14800
261	7190	14766
262	7222	14746
263	7247	14713
264	7273	14684
265	7298	14652
266	7323	14619
267	7353	14596
268	7378	14564
269	7402	14530
270	7430	14503
271	7459	14480
272	7487	14454
273	7513	14423
274	7541	14398
275	7565	14364
276	7596	14343
277	7627	14322
278	7657	14298
279	7690	14282
280	7715	14250
281	7742	14222
282	7767	14190
283	7795	14163
284	7828	14146
285	7856	14120
286	7884	14093
287	7911	14064
288	7937	14034
289	7970	14017
290	8001	13996
291	8029	13968
292	8057	13942
293	8087	13919
294	8114	13891
295	8147	13872
296	8172	13840
297	8196	13807
298	8227	13785
299	8252	13754
300	8275	13719
301	8299	13685
302	8326	13658
303	8350	13624
304	8373	13589
305	8399	13559
306	8422	13525
307	8445	13490
308	8471	13460
309	8496	13429
310	8524	13403
311	8550	13374
312	8582	13354
313	8616	13336
314	8640	13304
315	8669	13278
316	8693	13246
317	8724	13223
318	8749	13193
319	8782	13173
320	8812	13150
321	8837	13119
322	8867	13094
323	8891	13062
324	8917	13033
325	8947	13010
326	8977	12985
327	9003	12956
328	9034	12934
329	9061	12905
330	9085	12873
331	9109	12840
332	9132	12807
333	9156	12774
334	9181	12744
335	9213	12724
336	9247	12704
337	9273	12675
338	9297	12644
339	9325	12617
340	9358	12596
341	9384	12567
342	9409	12537
343	9433	12505
344	9456	12471
345	9482	12442
346	9517	12425
347	9541	12393
348	9575	12374
349	9602	12345
350	9626	12313
351	9650	12282
352	9676	12252
353	9706	12229
354	9732	12199
355	9758	12171
356	9783	12140
357	9806	12107
358	9830	12076
359	9858	12049
360	9883	12018
361	9907	11987
362	9931	11956
363	9962	11933
364	9989	11904
365	10013	11873
366	10040	11846
367	10068	11819
368	10095	11791
369	10131	11774
370	10161	11750
371	10190	11724
372	10220	11699
373	10246	11670
374	10274	11644
375	10303	11618
376	10327	11587
377	10358	11564
378	10391	11542
379	10423	11520
380	10452	11494
381	10477	11464
382	10502	11434
383	10525	11402
384	10551	11373
385	10575	11342
386	10598	11310
387	10627	11284
388	10652	11255
389	10676	11223
390	10700	11192
391	10723	11161
392	10746	11129
393	10772	11100
394	10799	11073
395	10827	11046
396	10853	11017
397	10878	10988
398	10903	10958
399	10928	10928
400	10953	10898
401	10977	10868
402	11002	10839
403	11032	10813
404	11059	10786
405	11088	10761
406	11115	10732
407	11141	10704
408	11178	10686
409	11211	10664
410	11248	10646
411	11273	10616
412	11298	10586
413	11324	10558
414	11349	10528
415	11372	10497
416	11397	10467
417	11420	10436
418	11443	10406
419	11468	10375
420	11490	10344
421	11516	10315
422	11542	10287
423	11567	10258
424	11590	10226
425	11614	10196
426	11638	10166
427	11663	10137
428	11687	10107
429	11711	10077
430	11735	10047
431	11758	10016
432	11783	9987
433	11808	9957
434	11838	9933
435	11866	9906
436	11890	9876
437	11917	9849
438	11945	9822
439	11974	9797
440	12001	9769
441	12029	9743
442	12055	9715
443	12079	9685
444	12104	9656
445	12130	9628
446	12159	9602
447	12182	9572
448	12205	9541
449	12230	9512
450	12254	9482
451	12284	9457
452	12308	9428
453	12331	9398
454	12354	9367
455	12377	9337
456	12401	9307
457	12423	9277
458	12447	9247
459	12470	9217
460	12497	9190
461	12521	9160
462	12544	9130
463	12568	9101
464	12591	9071
465	12616	9042
466	12640	9013
467	12667	8986
468	12691	8956
469	12714	8926
470	12738	8897
471	12761	8867
472	12784	8838
473	12823	8819
474	12855	8796
475	12885	8770
476	12914	8744
477	12929	8709
478	12955	8681
479	12978	8652
480	13002	8623
481	13026	8593
482	13055	8568
483	13086	8544
484	13116	8519
485	13147	8494
486	13173	8466
487	13197	8437
488	13223	8409
489	13253	8384
490	13286	8361
491	13313	8334
492	13342	8308
493	13379	8287
494	13425	8272
495	13450	8243
496	13473	8214
497	13499	8186
498	13522	8156
499	13546	8127
500	13570	8099
501	13594	8069
502	13618	8040
503	13641	8011
504	13671	7986
505	13700	7960
506	13734	7937
507	13765	7912
508	13795	7886
509	13824	7861
510	13852	7834
511	13878	7806
512	13905	7779
513	13932	7752
514	13959	7725
515	13985	7697
516	14016	7672
517	14045	7646
518	14074	7620
519	14107	7596
520	14135	7569
521	14162	7542
522	14185	7513
523	14210	7484
524	14233	7455
525	14261	7429
526	14288	7401
527	14320	7377
528	14348	7350
529	14376	7323
530	14409	7299
531	14439	7273
532	14470	7248
533	14496	7221
534	14524	7194
535	14552	7167
536	14583	7142
537	14611	7115
538	14639	7088
539	14665	7061
540	14689	7032
541	14713	7003
542	14737	6975
543	14766	6949
544	14796	6923
545	14824	6896
546	14848	6867
547	14873	6839
548	14897	6811
549	14925	6784
550	14955	6758
551	14990	6734
552	15020	6709
553	15049	6682
554	15079	6656
555	15105	6628
556	15132	6601
557	15156	6573
558	15180	6544
559	15205	6516
560	15232	6489
561	15260	6462
562	15286	6434
563	15312	6407
564	15344	6382
565	15375	6356
566	15409	6332
567	15436	6305
568	15463	6277
569	15492	6251
570	15520	6224
571	15543	6195
572	15568	6167
573	15592	6139
574	15619	6111
575	15645	6084
576	15674	6057
577	15706	6032
578	15733	6005
579	15767	5980
580	15795	5953
581	15822	5926
582	15850	5899
583	15876	5872
584	15900	5843
585	15923	5815
586	15946	5786
587	15974	5759
588	15999	5731
589	16022	5702
590	16045	5674
591	16068	5645
592	16092	5617
593	16115	5588
594	16139	5560
595	16165	5533
596	16193	5506
597	16219	5478
598	16251	5453
599	16280	5426
600	16314	5402
601	16342	5374
602	16367	5347
603	16392	5319
604	16418	5292
605	16443	5264
606	16470	5236
607	16497	5209
608	16524	5182
609	16563	5159
610	16605	5136
611	16638	5111
612	16670	5085
613	16708	5061
614	16743	5036
615	16783	5013
616	16813	4986
617	16840	4959
618	16868	4932
619	16897	4905
620	16924	4878
621	16955	4852
622	16970	4821
623	17000	4795
624	17026	4767
625	17059	4741
626	17092	4716
627	17123	4689
628	17157	4664
629	17191	4638
630	17221	4612
631	17249	4585
632	17277	4558
633	17303	4530
634	17330	4503
635	17360	4476
636	17393	4450
637	17422	4423
638	17454	4397
639	17486	4371
640	17517	4345
641	17546	4318
642	17572	4290
643	17598	4262
644	17623	4235
645	17650	4207
646	17677	4180
647	17706	4153
648	17736	4126
649	17765	4099
650	17798	4073
651	17824	4045
652	17849	4018
653	17875	3990
654	17900	3962
655	17927	3935
656	17952	3907
657	17980	3880
658	18004	3852
659	18043	3827
660	18077	3801
661	18108	3774
662	18135	3747
663	18170	3721
664	18204	3695
665	18232	3668
666	18260	3641
667	18301	3616
668	18332	3589
669	18361	3562
670	18391	3535
671	18420	3508
672	18450	3481
673	18479	3454
674	18511	3428
675	18542	3401
676	18568	3373
677	18601	3347
678	18636	3321
679	18666	3294
680	18691	3266
681	18719	3238
682	18747	3211
683	18779	3184
684	18806	3157
685	18831	3129
686	18862	3102
687	18891	3075
688	18929	3049
689	18960	3022
690	18992	2996
691	19019	2968
692	19047	2941
693	19077	2913
694	19108	2886
695	19133	2859
696	19162	2831
697	19197	2805
698	19228	2778
699	19262	2751
700	19288	2724
701	19312	2696
702	19345	2669
703	19382	2643
704	19419	2616
705	19448	2589
706	19477	2562
707	19503	2534
708	19532	2507
709	19562	2479
710	19592	2452
711	19619	2424
712	19651	2397
713	19678	2370
714	19703	2342
715	19731	2314
716	19762	2287
717	19799	2261
718	19831	2234
719	19860	2206
720	19890	2179
721	19917	2151
722	19942	2123
723	19969	2096
724	19995	2068
725	20020	2040
726	20044	2012
727	20071	1985
728	20099	1957
729	20126	1929
730	20155	1902
731	20184	1875
732	20212	1847
733	20236	1819
734	20262	1791
735	20295	1764
736	20329	1737
737	20359	1710
738	20385	1682
739	20410	1654
740	20438	1627
741	20464	1599
742	20493	1572
743	20522	1544
744	20553	1517
745	20588	1490
746	20620	1463
747	20659	1436
748	20694	1409
749	20722	1381
750	20750	1353
751	20776	1326
752	20809	1298
753	20837	1271
754	20872	1244
755	20896	1216
756	20925	1188
757	20958	1161
758	20990	1133
759	21019	1106
760	21050	1078
761	21080	1051
762	21109	1023
763	21140	996
764	21169	968
765	21198	940
766	21223	913
767	21249	885
768	21275	857
769	21301	829
770	21327	802
771	21353	774
772	21381	746
773	21421	719
774	21447	691
775	21474	664
776	21503	636
777	21530	608
778	21555	581
779	21579	553
780	21604	525
781	21630	497
782	21657	470
783	21684	442
784	21715	414
785	21747	387
786	21773	359
787	21797	331
788	21822	304
789	21848	276
790	21877	248
791	21905	221
792	21931	193
793	21960	165
794	21987	138
795	22020	110
796	22052	83
797	22082	55
798	22107	27
799	22133	0
