iter	MultiClass
129	0.8668171226
130	0.8636229916
131	0.8612249812
132	0.8585598733
133	0.8553874348
134	0.8530053497
135	0.8495876567
136	0.846479144
137	0.8441412924
138	0.8418261679
139	0.8389920904
140	0.8363186474
141	0.8340446302
142	0.8322384936
143	0.8298705989
144	0.8271206259
145	0.8249057316
146	0.8218158415
147	0.8191671621
148	0.8166676761
149	0.8133855687
150	0.8104796859
151	0.8081868189
152	0.8054657678
153	0.8036225502
154	0.8014186122
155	0.7991307674
156	0.7962375371
157	0.7935187201
158	0.7904708323
159	0.7884188111
160	0.7859204943
161	0.783503118
162	0.7813163603
163	0.7783460898
164	0.7756042927
165	0.773240996
166	0.7710314198
167	0.768721902
168	0.7660750792
169	0.7636438885
170	0.7605195164
171	0.7582871586
172	0.7561093811
173	0.7537633018
174	0.751005204
175	0.7488573696
176	0.7463046013
177	0.7447890325
178	0.7419643371
179	0.7393509579
180	0.7366500266
181	0.7344182038
182	0.7317930861
183	0.7297576202
184	0.727488442
185	0.7256838829
186	0.7234994679
187	0.7208211899
188	0.7182542934
189	0.7158139959
190	0.7134426036
191	0.7113837011
192	0.709549208
193	0.7079343194
194	0.7059961058
195	0.7041020587
196	0.7025040193
197	0.700070602
198	0.6979044451
199	0.6960234161
200	0.6939079464
201	0.6921763072
202	0.6901906346
203	0.6876924773
204	0.6861294429
205	0.6840935786
206	0.6817860698
207	0.6802394038
208	0.6785231328
209	0.6764410974
210	0.6745980372
211	0.6720362844
212	0.6699237289
213	0.6681720062
214	0.6661772495
215	0.6638721746
216	0.6615292366
217	0.6601057541
218	0.6577135769
219	0.6551362394
220	0.6531373273
221	0.6513772799
222	0.6492118425
223	0.6472517758
224	0.6448455969
225	0.6426818148
226	0.6405960347
227	0.6392439226
228	0.6374564004
229	0.6354613956
230	0.633167944
231	0.6307969471
232	0.6285892936
233	0.6266303551
234	0.624564127
235	0.6225481571
236	0.6208153555
237	0.6192002896
238	0.6175414889
239	0.615763927
240	0.6140089976
241	0.6125320104
242	0.6109440192
243	0.6095929549
244	0.6082381366
245	0.6061355083
246	0.6036178213
247	0.6013317262
248	0.5996052548
249	0.5979356355
250	0.596823876
251	0.5949803296
252	0.5934488445
253	0.5913302191
254	0.5901387066
255	0.588634197
256	0.5862523019
257	0.5846883259
258	0.5832995116
259	0.5816933475
260	0.5807725699
261	0.5788721857
262	0.5772554301
263	0.5754480574
264	0.5738160543
265	0.5717193712
266	0.5693467523
267	0.5679841281
268	0.5665204641
269	0.5646844761
270	0.5632652725
271	0.5618466615
272	0.5607575611
273	0.5591932375
274	0.5573604315
275	0.5555293666
276	0.5533598153
277	0.5517802333
278	0.5501435743
279	0.5482849371
280	0.5465662938
281	0.5449662154
282	0.5430816985
283	0.5414871413
284	0.5403293858
285	0.5387627951
286	0.5370069827
287	0.5350576343
288	0.5335014354
289	0.5318677426
290	0.530565422
291	0.5296709763
292	0.5283799335
293	0.526890735
294	0.5253357349
295	0.523976568
296	0.5226226241
297	0.5215755194
298	0.5199872698
299	0.5187364939
300	0.5174817479
301	0.5155224185
302	0.5139075717
303	0.51302585
304	0.511992775
305	0.5101493924
306	0.5085868573
307	0.5075334201
308	0.5062891599
309	0.5045691094
310	0.5036314025
311	0.5026054059
312	0.5012111768
313	0.4994700546
314	0.498094941
315	0.4963036523
316	0.4953800623
317	0.4942454653
318	0.4931857447
319	0.4912260882
320	0.4901908479
321	0.488917933
322	0.4876720355
323	0.4865969118
324	0.4851823107
325	0.4842031229
326	0.4836439073
327	0.4825219832
328	0.4812814715
329	0.4800204932
330	0.4790926879
331	0.477642691
332	0.4766583104
333	0.4753336208
334	0.4743182466
335	0.4729808398
336	0.4718360353
337	0.471114963
338	0.4703647802
339	0.469418818
340	0.4684473815
341	0.4677978731
342	0.4668256131
343	0.4653586671
344	0.4639506836
345	0.4628714768
346	0.4617887158
347	0.460607514
348	0.4594391851
349	0.4581220914
350	0.4569251165
351	0.4558493084
352	0.4546632441
353	0.453621666
354	0.4527220585
355	0.4517162015
356	0.450698714
357	0.4493716487
358	0.4486897893
359	0.4475309473
360	0.4463287058
361	0.4453029395
362	0.4441818022
363	0.4432314124
364	0.4421944632
365	0.4413505789
366	0.4401975775
367	0.4391161374
368	0.4378477795
369	0.4368980403
370	0.4359578525
371	0.4348840776
372	0.4335188754
373	0.432516856
374	0.4314605842
375	0.4306878718
376	0.4297216844
377	0.428827293
378	0.4280296418
379	0.4271411336
380	0.4264577836
381	0.4257330913
382	0.4247823486
383	0.4236048434
384	0.4225850998
385	0.4218010541
386	0.4207444751
387	0.4197698314
388	0.4188286842
389	0.4179795377
390	0.4170552968
391	0.4159004815
392	0.4149060682
393	0.4140192624
394	0.4129372875
395	0.4120265619
396	0.4110445203
397	0.4101655796
398	0.4095292833
399	0.4088525178
400	0.4079053705
401	0.4070070116
402	0.4060861589
403	0.4050028544
404	0.4039893571
405	0.4032514966
406	0.4024280859
407	0.4017913787
408	0.4008783162
409	0.3997563714
410	0.398546338
411	0.3977285624
412	0.3968989634
413	0.3960076914
414	0.394968714
415	0.3941272229
416	0.3934173751
417	0.3924238124
418	0.3913069455
419	0.3901809311
420	0.388960447
421	0.3880808881
422	0.3871161084
423	0.3863921806
424	0.3855420801
425	0.3848863279
426	0.3839008374
427	0.3832316335
428	0.3823785499
429	0.3812258126
430	0.3803064816
431	0.3796319736
432	0.3788194622
433	0.3779695133
434	0.3770862348
435	0.3761440009
436	0.3753864275
437	0.3746520876
438	0.3735673429
439	0.3726736851
440	0.3719579186
441	0.371055835
442	0.3702755898
443	0.3692329558
444	0.3683249145
445	0.3673721721
446	0.3665796382
447	0.3654705313
448	0.3647124767
449	0.3638427793
450	0.3629267518
451	0.3622380336
452	0.3612807861
453	0.3603783039
454	0.3596132864
455	0.3593211952
456	0.3585218425
457	0.3573363043
458	0.3567100025
459	0.3558580815
460	0.3551339868
461	0.354037427
462	0.3533014858
463	0.3525695495
464	0.3516794356
465	0.3509652586
466	0.3499395768
467	0.3490069346
468	0.3483629157
469	0.3474951853
470	0.3465540688
471	0.3458986589
472	0.3452365053
473	0.3441647025
474	0.3432033446
475	0.342411592
476	0.3418040624
477	0.3415131392
478	0.3408755136
479	0.3400995833
480	0.3393401589
481	0.3386006763
482	0.3379093573
483	0.3370126398
484	0.3363170782
485	0.3355782247
486	0.3348405798
487	0.3342891722
488	0.3335558333
489	0.3327998282
490	0.3321397666
491	0.3313217854
492	0.3306994536
493	0.3301088452
494	0.3294138392
495	0.3287305741
496	0.3279403359
497	0.3270712404
498	0.3264247431
499	0.3260423042
500	0.3255970693
501	0.3247752071
502	0.3237756466
503	0.3231293616
504	0.3225754317
505	0.3219807929
506	0.3213640943
507	0.320860774
508	0.3203893528
509	0.3198634586
510	0.3190595713
511	0.3181574415
512	0.3175426794
513	0.3169030566
514	0.316216345
515	0.3153597264
516	0.3147053131
517	0.314025408
518	0.313196831
519	0.3124858329
520	0.3117192916
521	0.3111923014
522	0.310484754
523	0.309956735
524	0.3092455032
525	0.3086211736
526	0.3078967008
527	0.3073281995
528	0.306763044
529	0.3060325616
530	0.3053592554
531	0.304791944
532	0.3042697394
533	0.3036203923
534	0.3030676419
535	0.3022157344
536	0.3016198395
537	0.3010961683
538	0.3003242399
539	0.2996453797
540	0.2991635122
541	0.2985533393
542	0.2979742793
543	0.2974944427
544	0.2969911274
545	0.2963926729
546	0.295765269
547	0.2951714991
548	0.2945476254
549	0.294111265
550	0.2935179162
551	0.2929901851
552	0.2922339103
553	0.2918197042
554	0.2911902634
555	0.2907871588
556	0.2903542958
557	0.2899281333
558	0.2894019275
559	0.2889634092
560	0.2882955536
561	0.2876669537
562	0.2871287154
563	0.2865224924
564	0.2857520226
565	0.2850975203
566	0.2845794434
567	0.2841609624
568	0.2836871421
569	0.2831432055
570	0.282561877
571	0.2820240709
572	0.2813626978
573	0.28081241
574	0.2803353249
575	0.2796859244
576	0.2789669206
577	0.2784266396
578	0.2779934671
579	0.2775390186
580	0.2769639684
581	0.2764047217
582	0.2759609067
583	0.2758181907
584	0.2751999524
585	0.2747674963
586	0.2743308973
587	0.2738352144
588	0.2732762989
589	0.2728515738
590	0.2724864212
591	0.2721202728
592	0.2716058074
593	0.2710075364
594	0.2705252644
595	0.2699491585
596	0.2693807849
597	0.268871437
598	0.2683456209
599	0.2678132217
600	0.2674635406
601	0.2670575172
602	0.2665323804
603	0.2661102311
604	0.2656497715
605	0.2651443523
606	0.2644983665
607	0.2639772587
608	0.2635555668
609	0.2628460339
610	0.2623473237
611	0.2618004678
612	0.2614243757
613	0.2608301698
614	0.2603946945
615	0.2598587928
616	0.2592975491
617	0.2587219236
618	0.2582911109
619	0.2578848529
620	0.2574889068
621	0.2568607031
622	0.2566694631
623	0.2561581751
624	0.2557192952
625	0.2553334682
626	0.2548260659
627	0.2545833734
628	0.2540499439
629	0.2535618022
630	0.2531013169
631	0.2525418077
632	0.2520363812
633	0.2515282767
634	0.251109015
635	0.2506877834
636	0.2502533939
637	0.2497215908
638	0.2492454182
639	0.2489928169
640	0.2485958782
641	0.2480007372
642	0.2476459411
643	0.2470999993
644	0.2466620434
645	0.2462452945
646	0.2457360725
647	0.2451500928
648	0.2448242648
649	0.244303293
650	0.243918975
651	0.2434804244
652	0.2430578001
653	0.2426725932
654	0.2422256012
655	0.2418008224
656	0.2413143256
657	0.240965151
658	0.2406073109
659	0.2400823447
660	0.2398080122
661	0.2392748581
662	0.2389060093
663	0.2383925761
664	0.2379171548
665	0.237454551
666	0.2371510341
667	0.2367480309
668	0.2362013988
669	0.2358236397
670	0.235371305
671	0.23497492
672	0.2343913643
673	0.2339274567
674	0.2335257685
675	0.2330634592
676	0.2326463265
677	0.2321524918
678	0.2317614947
679	0.2313825687
680	0.2310190529
681	0.2306181994
682	0.2302180263
683	0.2297914791
684	0.2292559721
685	0.228868698
686	0.2285394646
687	0.2281847429
688	0.2276994509
689	0.2273275789
690	0.2268369812
691	0.2264241932
692	0.2260340824
693	0.2256507402
694	0.2251358868
695	0.2248125808
696	0.2245116272
697	0.2240868738
698	0.2237487253
699	0.2234952819
700	0.2230810844
701	0.2227190416
702	0.2223683528
703	0.2218597503
704	0.2215076697
705	0.2210626489
706	0.2206171149
707	0.2202510197
708	0.2198653754
709	0.2196513006
710	0.2193508389
711	0.2190130032
712	0.218532862
713	0.2181691196
714	0.2177135638
715	0.2172499819
716	0.2169176369
717	0.2165271931
718	0.2161365295
719	0.215860121
720	0.2155507916
721	0.2151070578
722	0.2147582474
723	0.2144236056
724	0.2139985764
725	0.213656383
726	0.2132496445
727	0.2129152678
728	0.2125438785
729	0.2123302718
730	0.2118950589
731	0.2115901287
732	0.2112113096
733	0.2109456075
734	0.2104891993
735	0.2101038595
736	0.2096545013
737	0.2094419577
738	0.2089627758
739	0.2086978531
740	0.2083276665
741	0.2081052507
742	0.2078506324
743	0.2076372738
744	0.2072839095
745	0.2069182899
746	0.2065483463
747	0.2062162914
748	0.2058738477
749	0.2056105095
750	0.2052900319
751	0.2048761152
752	0.204675502
753	0.2043135716
754	0.2039288681
755	0.2034832639
756	0.2031372414
757	0.2028987498
758	0.2024675654
759	0.2021767367
760	0.201828062
761	0.2015320668
762	0.2011338757
763	0.2008654398
764	0.200434545
765	0.2000885244
766	0.1997100216
767	0.1993243566
768	0.1990750404
769	0.1987566919
770	0.198396956
771	0.1980271871
772	0.1977637868
773	0.1974718896
774	0.197156071
775	0.196731404
776	0.1964831066
777	0.1960921868
778	0.1956094228
779	0.195244491
780	0.1948485015
781	0.1945507285
782	0.1942924817
783	0.1939106549
784	0.1936837701
785	0.1934339001
786	0.1931508486
787	0.1928194338
788	0.1925319987
789	0.1921739385
790	0.1917882508
791	0.1914686491
792	0.1911936225
793	0.1909299397
794	0.1905612255
795	0.1903406669
796	0.1901392281
797	0.1898814489
798	0.1895872279
799	0.1893620717
